ResourceName,Category,Resource Contact Person,CoalitionMember,Telephone,Email,Website,Address,Zipcode,Service Description
"Sarah A Thompson Dipaolo, MS CDE CDN",Registered Dietitians,"Sarah A Thompson Dipaolo, MS CDE CDN",FALSE,716/316-3722,sarah@wnynutrition.com,,"WNY Nutrition
12835 Whitney RD
Holland, NY 14080-9753",14080-9753,"In-Person, Telehealth"
"Amy Q Miller, CDCES CDN",Registered Dietitians,"Amy Q Miller, CDCES CDN",FALSE,585/344-5391,amiller@ummc.org,https://www.amsnutritioncounseling.com/,"United Memorial Medical Center, Healthy Living Dept.
164 Washington Ave
Batavia, NY 14020",14020,In-Person
OPERATION GOOD NEIGHBOR PANTRY,Mobile Markets,,,(716)627-5194,,,2030 SOUTH CREEK ROAD,14047,
Salvation Army Buffalo,Mobile Markets,,,(716)507-7771,,,960 Main Street,14202,
VALLEY COMMUNITY ASSOCIATION PANTRY,Mobile Markets,,,(716)823-4707,,,93 LEDDY STREET,14210,
EDEN-NORTH COLLINS FOOD PANTRY,Mobile Markets,,,(716)374-5683,,,2059 FRANKLIN STREET,14111,
FISH of East Aurora,Mobile Markets,,,(716)652-7272,,,960 East Main Street,14052,
St. Lawrence Outreach,Mobile Markets,,,(716)896-0047,,,25 Roma Avenue,14215,
Salvation Army Tonawanda,Mobile Markets,,,(716)693-3110,,,46 Broad Street,14150,
TRI COMMUNITY FOOD PANTRY,Mobile Markets,,,(716)949-0498,,,85 Manitou Street,14043,
Seneca Babcock Community Center,Mobile Markets,,,(716)822-5094,,,82 Harrison Street,14210,
Journey's End,Mobile Markets,,,(716) 587-1242,,,Tri-Main Corner of Rodney & Main Street,14214,
Mercy Comprehensive Care Center,Mobile Markets,,,716-560-1210,,,397 Louisiana Street,14204,
CATHOLIC CHARITIES - LACKAWANNA PANTRY,Mobile Markets,,,(716)931-9476,,,75 CALDWELL STREET,14218,
RESURRECTION LIFE FOOD PANTRY,Mobile Markets,,,(716)656-8995,,,2145 OLD UNION ROAD,14227,
ST. SIMON'S PANTRY AT THE GENESIS CENTER,Mobile Markets,,,(716)822-1900,,,2161 SENECA STREET - REAR,14210,
WEST SIDE COMMUNITY SERVICES,Mobile Markets,,,(716)856-7110,,,139 Vermont Street,14213,
TASTE OF FAITH FOOD PANTRY,Mobile Markets,,,(716)895-7019,,,594 Winslow Ave.,14211,
SOUTHERN TIER FOOD PANTRY AT THE TRADING POST,Mobile Markets,,,(716)592-4455,,,38 FRANKLIN STREET,14141,
EVANGEL FOOD PANTRY,Mobile Markets,,,(716)842-1300,,,8180 GREINER ROAD,14221,
Trinity United Methodist Church,Mobile Markets,,,(716)946-4380,,,711 Niagara Falls Boulevard,14226,
NEW COVENANT TABERNACLE F.P.,Mobile Markets,,,(716)877-9882,,,345 McCONKEY DRIVE,14223,
Hearts Harvest Food Pantry,Mobile Markets,,,(716) 587-1242,,,890 Tonawanda Street,14207,
BREAD OF LIFE OUTREACH,Mobile Markets,,,(716)941-3550,,,8448 Gutekunst Rd,14033,
CITIZENS COMMUNITY DEVELOPMENT,Mobile Markets,,,(716)852-2324,,,134 WILLIAM STREET,14204,
D'Lish Kitchen,Cooking Classes,,,,dlishkitchen@dyc.edu,https://dlishkitchen.org/,"301 Connecticut Street, Buffalo, New York 14213, United States",14213,"Hours
Monday - Friday: 9am - 5pm

Saturday: By appointment

Sunday: Closed"
